"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"816ca18fa19a3329b6e895cb797732b7"	"Animalia"	""	""	""	""	""	""
"817f02e9288aacff02f920aa7b1c0774"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"8193833ca38fe7130d0f54b6a2524802"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"81a43ac6a7d1f862c3675ee8fc2b7e1b"	"Animalia"	""	""	""	""	""	""
"81adb6b50d0ed3322859d09f75055a96"	"Animalia"	"Arthropoda"	""	""	""	""	""
"81cee712a42f979b2b489b9de84485e5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"81e26730294e4d2634c81f9eaf65070a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"81e3eb9cf3dd2013dcce6ed8013ef7f8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"81e5ae3b8e367580af224157b03dd850"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"81e5e6227e1beb9d4812cd79ac13d852"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"81e678124767495a5921c16dff217cd7"	"Animalia"	"Arthropoda"	""	""	""	""	""
"81f1f704cb8f6f9fece3d0c796e38d2e"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"820c518b276e15c1633868bd9e2ad904"	"Animalia"	"Arthropoda"	""	""	""	""	""
"82283bbf3e3f4afdb7fbdd71d1ad7172"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8274f9a549f2754f80e20374360a378e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"828c0828f72c01d8236fdf227321b696"	"Animalia"	"Arthropoda"	""	""	""	""	""
"828d0696c128c8476230ea124c01d1f5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"8293033deac99e8f5010d15cf3dfac0b"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"82a8693da5afaf2ea5613656790a9810"	"Animalia"	"Arthropoda"	""	""	""	""	""
"82bed581819d56ce185f69440d8965ba"	"Animalia"	"Arthropoda"	""	""	""	""	""
"82cdcf46d29b4b78d9d6ec469895eff4"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Miridae"	""	""
"82ea774d11674493fce867dc2ba90651"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"83000e65fdd56ae5e20fb0e19a562a2f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"830131de8c83556ae6c308784804a14a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8305d6cc89be5b41fc1919e892d5bd51"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"8326c5497657237f1e0c1b073ee096e6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"833f025bdde5555dea3b1be516d7f8aa"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"8343b3e3487188476af76ee4599cb84b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"834737a304da84c1bff131a8af0a1639"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"835fa326ba6b4ec4b3a24800b5d70c69"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"83622696e3b869d423b2ebeb0c8bbac2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"838941cc95f73e837d41f9fba8ee405a"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"838ac92cd96bf174ec46a2f98c7a0adf"	"Animalia"	"Mollusca"	"Gastropoda"	"Pulmonata"	"Achatinellidae"	""	""
"8391a4fd1549df26cd70b7f00681d3a9"	"Animalia"	""	""	""	""	""	""
"839e840d8276443a9307efb3b269db0e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"83a5502b55e0a68ce9771300a5916e15"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"83b0736d9246f8fb5d086a81e3a4761c"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"83b45e96426fc4066fab568a1b980c6a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"83c07479dd1e5bd4c3f4662d12bd339f"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"83c1d86754a8cfcc8518637714379504"	"Animalia"	"Arthropoda"	""	""	""	""	""
"83d182ae7a1f5bf366cafc8ff97a110f"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"83de72cab76afe5cf821fb8d9106c193"	"Animalia"	"Arthropoda"	""	""	""	""	""
"83e5057d3905280b60f62e32a9f1dce1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"83efe3364ee3253040578f783396b89c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"84112f5d995862cd59f07a34f01e49c4"	"Animalia"	"Arthropoda"	""	""	""	""	""
"841ce0a3c648cf41c89916ed80e4d71c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"841e12e474c569bb625a01fe216c51b8"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8423a2ab4b2c7a31614e4ed6dabe83bb"	"Animalia"	"Arthropoda"	""	""	""	""	""
"842d49c7704d00bb221c13b6fbb4853f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"843609a52d864865fc15f90032916bce"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"843750b2b5da7496736b3e0fb4b3dd5f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"84636094090420370855393524e9b1e0"	"Animalia"	"Arthropoda"	""	""	""	""	""
"846d6d6459009ac86519273d60081f3d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"846dc947039c7637609f42afe55c1b96"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"846f68144056bfacabaab2ca0cd487a6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"84705f68fc4da212831348ea5ac886c9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"84725da37bd192373bc1a0ee95547a69"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8472624519ba64f3474f7b3e7d972874"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"8477d3aeb51b971219ea957e851bbc6c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"848262b6f8f6cadfc559c26e7740c015"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"8489dc66c1fe1a9db0431a011b357b13"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"84976bf69074d4e8d38006cc065a5526"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"849986808b4615a47ada11617c622bbd"	"Animalia"	"Arthropoda"	""	""	""	""	""
"84a210e5636049d9ba48d6fbf41eff06"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	"Theridion"	"Theridion grallator"
"84a8fcd33d391b4aa159bcdc5300cf09"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"84bf78b6a9607557a030113b9473444a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"84cf856a05ad7c9d24e6ec8a601d9a93"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"84d961d76f851b573d31134b251cbfbd"	"Animalia"	""	""	""	""	""	""
"84e0f562aed01517b45c874e461c5bbe"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"84e579cf74b20c37ea8933a65c927bed"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"84eeec0568b16d12cdc82dcde1c4e991"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"84f2c64942cce24dda8e5b06aa7c2886"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphrophoridae"	"Philaenus"	"Philaenus spumarius"
"84fcfd942d787389c472e1ac17868d84"	"Animalia"	"Arthropoda"	""	""	""	""	""
"85037ae640b9b4c2a9aac93f62e82637"	"Animalia"	"Arthropoda"	""	""	""	""	""
"852b10a5cca5251415c01132a47c45a1"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"8536c394839b86c7de7a106d049e388e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"853a06714fa6b1f1b1079f6c8041533e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"854c4f6234cc9cf002eedc56c4bbd6d6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"854dddd5e1ec588c79324c451b53a966"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"8556bf352678852e98f1c265d80d5a1f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"856c942031eff27efec7ab518c062162"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8575eb97180714ad7dfdfc4ed1b4194c"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Tenuiphantes"	"Tenuiphantes tenuis"
"857a8cb90cfbace5c39470ad908ca6b2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"857ae55281633b12a68b523ae449c824"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"859a23565f520bed2aba35eecba077de"	"Animalia"	"Arthropoda"	""	""	""	""	""
"859afb2e69fca59e492bec89fa67602a"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"859da6ee2585a90135aea6da189a55ea"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"85c41efd388c384afafb5d7e1d462074"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	""	""	""
"85e2c3d71387994586dbb8e3e8176ce2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"85e6ad897100834c789ef698ae3c0abd"	"Animalia"	"Arthropoda"	""	""	""	""	""
"861f830deb8bfc069842dffabd47d326"	"Animalia"	"Arthropoda"	""	""	""	""	""
"862c167386361285fde5a8af1fe4143a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"863486607a6ad5c47cc4ccb9e9c4f400"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"863d54af852acfcf3eef9ef1ce299163"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"865262f07f51ef68ac0db8fc812a769b"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"865b86b3ef80520bb3bfa7225b7409bb"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"86641aa7483e5f7082efe6b680c34369"	"Animalia"	"Arthropoda"	""	""	""	""	""
"866f87e989d2080bde314e552e6e4f43"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"86958af18e519ccc1970add4176262dd"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"86b5a3759ee3cfb2dd21522001f44462"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Gracillariidae"	"Philodoria"	"Philodoria basalis"
"86c44847e08ff1c6700c9b449f4a84f4"	"Animalia"	"Arthropoda"	""	""	""	""	""
"86d94b8cb031eb285ba50b0a5f146a2c"	"Animalia"	""	""	""	""	""	""
"86d9de359cb140322c71fa786c48258c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"86f27b7e05ff23c8c12f47bc27d38f59"	"Animalia"	"Rotifera"	"Bdelloidea"	"Adinetida"	"Adinetidae"	"Adineta"	"Adineta vaga"
"86f69d3df702545421db19d12ae94620"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"87015fba2b5c9fcbf8cf8056738ecf14"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Oecophoridae"	""	""
"870ced9123db06653e95c29f1360f080"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"873e7706f5bce601dbf07a5006e4b5c0"	"Animalia"	"Arthropoda"	""	""	""	""	""
"874f42513fcb65bb1a35a7a2da6930c1"	"Animalia"	""	""	""	""	""	""
"874fd951a87588e87f94553138e952cf"	"Animalia"	"Arthropoda"	""	""	""	""	""
"875cdf374e02a78ca6cf8e7eda2b578a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8765d40fa47b4047652b0058f77c88b5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"876e8534b7d34e5ce5f885485b59f592"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"876eadeb10743bcfbc1a848bc1b2b7cc"	"Animalia"	"Arthropoda"	""	""	""	""	""
"877e543b0578d9b42063b64cb591ae9d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"878fe4a7756bd0ca8418ad8d4e66f2f0"	"Animalia"	"Arthropoda"	""	""	""	""	""
"87a405fce8f3b2a0be5ee3656c2a2b30"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"87b9db4d93e2fe74016f734a53ca9544"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"87c7f922a75bfd5bdb1b0b917b9c7556"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	"Theridion"	"Theridion grallator"
"87e8882032c90f6bfc1704ff12560d83"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"880c10a795b9638c4057b5e2b97e9796"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	"Sitobion"	""
"88137181bb89f9d4943b7a081d8ab65b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8817a949b2a0523c0d9d2614828a3885"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"881d316f78a73ea183d65a09775dfdd8"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Desidae"	"Badumna"	""
"8823329cbed851dadc24233992ff99ce"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Cricotopus"	"Cricotopus bicinctus grp."
"882c511bdd6377544fc99b82050940d0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Allograpta"	""
"8835a979789287747ddc05af841525c3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	""	""
"883636fd412127e36f2b52fc31e5696c"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"8849388ee5ada4e24a00ead0596d367c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"88585b692ea042e55497036572dd7354"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"886c7d0486d933324803c1ff8944ab3a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"886e1029139381b74ff08b5796db19ea"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"8871609ebe1ce1acf2cd9b88b7d4e77d"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Psyllidae"	""	""
"8871e52e43c4996a6617dc128943a986"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"887896922600adb3b5a26c9d1fb59cb6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8881fc305a51febffc6cd02ffccfe015"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Thomisidae"	""	""
"888643e5a5901fc64d2b90577992472e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"88948cfec4de27ff2a800f9b48c69fd8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8894ec31bfc020bc0715d88dc60b4361"	"Animalia"	""	""	""	""	""	""
"88957874832d35ea3485e5144c5549d5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"88e4f97e98da4c849f4aced441b4a234"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"89042d0e84c576a7abd1f70798d83140"	"Animalia"	""	""	""	""	""	""
"8904bf9681e39930c4c4475b7e23a314"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	"Theridion"	"Theridion grallator"
"89070172b26a4cadd9a27410df24df50"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	""	""
"892f7cdae4dff5fd05cb243e4bb50a36"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8933cc5962a348f0d712bfd8d9fb0d75"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8939f02e56512eff7f142879473ab885"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"893b91ede53477f5d4bb524e447f28f1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"893bb8ce9696e55fa66c1ecae13a5c10"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"894ebecb8e5123a6b300b7992dfca496"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Eukiefferiella"	"Ambiguous_taxa"
"8952c3bfba4e5bdf90cba28fa4c0fdc9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"895aee22a07a158c3a8e3082f8495374"	"Animalia"	"Arthropoda"	""	""	""	""	""
"896d0317b54d0cd7a512d4d80a8c1e28"	"Animalia"	"Arthropoda"	""	""	""	""	""
"896f09019ae8ebeaa4a44f3c641895c7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"898452248c1cafae77cc7be401a8877b"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"898e535422b9b1f6c2d96e07b8d7c51d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"899f056790392673bf256ecdbc45ab89"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"899f26665bfeac4a28a3620ba8a00bcb"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"89a1292c6ec8720f9408bc70654ba819"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	"Philodromus"	"Philodromus aureolus"
"89af9744208c0dee49b316ec380ed733"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"89b0c0aa053e2f1d20d7796bf4153e60"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"89b4090311a32e39cb8ed6e633152c90"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"Pheidole"	"Pheidole megacephala"
"89c577fbb225045b12e836ad37b46efb"	"Animalia"	"Arthropoda"	""	""	""	""	""
"89d5b23d21d16e4e60d356b0a4cdd053"	"Animalia"	"Arthropoda"	""	""	""	""	""
"89e7dcc397699a45c22328d11a80b7bb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Braconidae"	"Diaeretiella"	"Diaeretiella rapae"
"89f376948dee3dabd4ca5934089e774a"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	""	""
"89ff6c81ff057782ba284a7f4ab60cc2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8a1f9215b74691efa21c327917a1a5b2"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"8a223629bb00a509fabb46dc0dbcf360"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"8a2c0b22a14f51638416b72977783d3c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8a2d0699c6eb7bebbaa697b44471e3b5"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Dermanyssidae"	"Dermanyssus"	""
"8a3171c72df2af684131dc52cd1ea833"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8a389d5ec9c85d37ab405bfc1df03006"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Sphaeroceridae"	"Copromyza"	"Copromyza equina"
"8a521967377fcd9efd745b0d6b3b22a8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8a5859fde5357d6e3b31cae0109fe839"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Psocidae"	""	""
"8a695b01606adaf69a1a79838d48f36e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Gracillariidae"	"Philodoria"	"Philodoria basalis"
"8a9dac1a4e10f49f80d79db7b3de2ffa"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"8abb84b8f8532e6695af77630ce34cba"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8abc24a016832629cf69a611ce93c758"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8ac3c9d690bd2032092294a925e46dcf"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"8acab1a06bc5b9bd68c3c2874257231f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8ad6864774dbe8d438bc797cea7b8aed"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8ae394e667ec294831d21db9377b9bc5"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Thomisidae"	""	""
"8aeb1439036af5eaac0caff5def6bd87"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8af20f13799c12fb18f9737f8b9e4c31"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8af41c0b50648e4f3f155efd6db960a8"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Psocidae"	""	""
"8af5e752d25c6932d01471b886ba76ee"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8b0cc6be3200b146307db56bfebabf4e"	"Animalia"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Entomobryidae"	"Entomobrya"	"Entomobrya albocincta"
"8b128810fb2d5a6ad3f50050e083b47c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8b16556de28f6581e5eb726066fb11de"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Psocidae"	""	""
"8b17cb5bb72c4bafdec32e62682201ae"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Psychodidae"	"Psychoda"	""
"8b200ae299e1de799d86461c4eab00f9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8b2a43b6b8f576ecf6a936ff5b5a2e0a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8b443ab9c1cf5bdf9ffa6d6e042c08e4"	"Animalia"	""	""	""	""	""	""
"8b448b4a805123a9798a2b16e24224d2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8b50c545aff3be6b902da9b461babf77"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8b7f6a52e30fefec0a635e564875b22e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8b83a467a0b58ab28d5e566a73339043"	"Animalia"	""	""	""	""	""	""
"8b902af4bc7cd49f1724d9619e128c6a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8b910b01090c3a19b92468807f126dd8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8b9e5bbd6b601a821fe416c1913f25e5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8baabda5ef07ab9e17093665b384fa6e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8bb285097e2630203c57b6febc8c975a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8bbf017b8e342673c2aca1864aff87c0"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"8bc75a5edb0eb17b0303847aec35823f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8bd17b8b34c901aa7f1a7e2ee478ce47"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8be40974d74bf40aadd19ea0b5e0162b"	"Animalia"	""	""	""	""	""	""
"8be4ed5e872319ecb6e07d6d2f610edf"	"Animalia"	""	""	""	""	""	""
"8bf65ce19568193b66a38a2c87472cd6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Limnophyes"	"Limnophyes sp. 14ES"
"8bf9ab4eed65f9ef93da2efae074ea54"	"Animalia"	"Rotifera"	"Bdelloidea"	""	""	""	""
"8c0506eb406e423068d0552cf0b791f5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8c0a79bad839e482847a8ac078548040"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8c0c62c3419326bf3abf8d25638685ab"	"Animalia"	"Rotifera"	"Bdelloidea"	"Adinetida"	"Adinetidae"	"Adineta"	""
"8c26ade573a86f757b64a7ad03880a3f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"8c4bc1cc62dcd2e5b7dd835fca421077"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8c4ec82d026856970a7634787ab43c0f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"8c5500b158d706fd2a4e5c8ca6367baf"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"8c5e0985166557f2cbb8ad395a77549b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8c5e1ac0ccbf3730c18729221f84fee6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8c6a5a962cb874000c4fc45f31e9e17f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"8c7b09775650482e2b867cf8dab6996f"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	""	""	""
"8c9876321a953dbcf3e2954bbfeb16f1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8caccf4fb51eade0687ef4777c3afcf1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8ccb17ad75330eb02cab94ba30306d41"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"8cd08a70346d40f0dd4c189a4a4dc262"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8cd682b027c7be9595583b9f6e386c51"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	""	""
"8cd8bd62796874edc3b92ec9ba5e1499"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8cdd0d1ab495d5eaba416a10bea2011f"	"Animalia"	""	""	""	""	""	""
"8ce281435d6f24224dd0b8eb25c44c92"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8d14a8a4a8e2af9aff3b821aed1281c5"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"8d1842ddfe90977bcd660c3cd2dc0177"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"8d2ce6d6ede6bf7a4eb73ffefd9734b6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8d2fdc32cf177b0709df0905cb54c398"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Erigone"	"Erigone psychrophila"
"8d490c4e24d8bd5b2e206a9f414d485c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"8d67cc3f5de89a5d490d2a7bfbaa7129"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"8d6fecd05bd4a3c71e787958bd264710"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
